Title,CourseId,StudentAccount
2020-02-13-Che,3191,AHMA4388
2020-02-13-Che,3191,ALD24556
2020-02-13-Che,3191,ARNOLD2775
2020-02-13-Che,3191,AURELI805
2020-02-13-Che,3191,BARNE285
2020-02-13-Che,3191,BARR95
2020-02-13-Che,3191,BE19561
2020-02-13-Che,3191,BENNI39
2020-02-13-Che,3191,BRIC6286
2020-02-13-Che,3191,BRYA324
2020-02-13-Che,3191,BRYC27978
2020-02-13-Che,3191,CLAUDI04
2020-02-13-Che,3191,CLAUDI486
2020-02-13-Che,3191,DAMIO3442
2020-02-13-Che,3191,DIC38007
2020-02-13-Che,3191,ELVI862
2020-02-13-Che,3191,EMMANUE13
2020-02-13-Che,3191,FELTO1352
2020-02-13-Che,3191,FRIT499
2020-02-13-Che,3191,GIN18416
2020-02-13-Che,3191,GU61
2020-02-13-Che,3191,HERBER4
2020-02-13-Che,3191,HOUSTO8
2020-02-13-Che,3191,JAIM9188
2020-02-13-Che,3191,JARO2948
2020-02-13-Che,3191,JAVIE73396
2020-02-13-Che,3191,JEREMIA9762
2020-02-13-Che,3191,JOE2519
2020-02-13-Che,3191,JOE41634
2020-02-13-Che,3191,JOSHU71
2020-02-13-Che,3191,JULI1
2020-02-13-Che,3191,LE9021
2020-02-13-Che,3191,LYNWOO35
2020-02-13-Che,3191,MAXWEL96237
2020-02-13-Che,3191,MIK57825
2020-02-13-Che,3191,MONRO0063
2020-02-13-Che,3191,MORTO41026
2020-02-13-Che,3191,PATRIC5469
2020-02-13-Che,3191,PERR34935
2020-02-13-Che,3191,PERR54013
2020-02-13-Che,3191,PRINC2
2020-02-13-Che,3191,RANDEL301
2020-02-13-Che,3191,ROYA255
2020-02-13-Che,3191,SANTIAG76102
2020-02-13-Che,3191,SPENCE3111
2020-02-13-Che,3191,TONE629
2020-02-13-Che,3191,TYRON58
2020-02-13-Che,3191,acquisitions43
2020-02-13-Che,3191,additives81960
2020-02-13-Che,3191,appropriations9440
2020-02-13-Che,3191,bang74
2020-02-13-Che,3191,berthings58229
2020-02-13-Che,3191,buds0907
2020-02-13-Che,3191,chairpersons59775
2020-02-13-Che,3191,character26995
2020-02-13-Che,3191,clothing67
2020-02-13-Che,3191,embosses8
2020-02-13-Che,3191,flashlights87775
2020-02-13-Che,3191,flicker78
2020-02-13-Che,3191,gangway4
2020-02-13-Che,3191,look290
2020-02-13-Che,3191,mix2928
2020-02-13-Che,3191,models19711
2020-02-13-Che,3191,packs7888
2020-02-13-Che,3191,platter03460
2020-02-13-Che,3191,rainbows7
2020-02-13-Che,3191,reading5
2020-02-13-Che,3191,requisitions713
2020-02-13-Che,3191,solders44
2020-02-13-Che,3191,solvent7
2020-02-13-Che,3191,spools3
2020-02-13-Che,3191,spot8895
2020-02-13-Che,3191,surrenders123
2020-02-13-Che,3191,swims067
2020-02-13-Che,3191,tapes88
2020-02-13-Che,3191,technician1584
2020-02-13-Che,3191,tenths01
2020-02-13-Che,3191,text1689
2020-02-13-Che,3191,trouble77224
2020-02-13-Che,3191,wound2721
2020-04-24-Che,9118,AHMA4388
2020-04-24-Che,9118,ALD24556
2020-04-24-Che,9118,ARNOLD2775
2020-04-24-Che,9118,AURELI805
2020-04-24-Che,9118,BARNE285
2020-04-24-Che,9118,BARR95
2020-04-24-Che,9118,BE19561
2020-04-24-Che,9118,BENNI39
2020-04-24-Che,9118,BRIC6286
2020-04-24-Che,9118,BRYA324
2020-04-24-Che,9118,BRYC27978
2020-04-24-Che,9118,CLAUDI04
2020-04-24-Che,9118,CLAUDI486
2020-04-24-Che,9118,DAMIO3442
2020-04-24-Che,9118,DIC38007
2020-04-24-Che,9118,ELVI862
2020-04-24-Che,9118,EMMANUE13
2020-04-24-Che,9118,FELTO1352
2020-04-24-Che,9118,FRIT499
2020-04-24-Che,9118,GIN18416
2020-04-24-Che,9118,GU61
2020-04-24-Che,9118,HERBER4
2020-04-24-Che,9118,HOUSTO8
2020-04-24-Che,9118,JAIM9188
2020-04-24-Che,9118,JARO2948
2020-04-24-Che,9118,JAVIE73396
2020-04-24-Che,9118,JEREMIA9762
2020-04-24-Che,9118,JOE2519
2020-04-24-Che,9118,JOE41634
2020-04-24-Che,9118,JOSHU71
2020-04-24-Che,9118,JULI1
2020-04-24-Che,9118,LE9021
2020-04-24-Che,9118,LYNWOO35
2020-04-24-Che,9118,MAXWEL96237
2020-04-24-Che,9118,MIK57825
2020-04-24-Che,9118,MONRO0063
2020-04-24-Che,9118,MORTO41026
2020-04-24-Che,9118,PATRIC5469
2020-04-24-Che,9118,PERR34935
2020-04-24-Che,9118,PERR54013
2020-04-24-Che,9118,PRINC2
2020-04-24-Che,9118,RANDEL301
2020-04-24-Che,9118,ROYA255
2020-04-24-Che,9118,SANTIAG76102
2020-04-24-Che,9118,SPENCE3111
2020-04-24-Che,9118,TONE629
2020-04-24-Che,9118,TYRON58
2020-04-24-Che,9118,acquisitions43
2020-04-24-Che,9118,additives81960
2020-04-24-Che,9118,appropriations9440
2020-04-24-Che,9118,bang74
2020-04-24-Che,9118,berthings58229
2020-04-24-Che,9118,buds0907
2020-04-24-Che,9118,chairpersons59775
2020-04-24-Che,9118,character26995
2020-04-24-Che,9118,clothing67
2020-04-24-Che,9118,embosses8
2020-04-24-Che,9118,flashlights87775
2020-04-24-Che,9118,flicker78
2020-04-24-Che,9118,gangway4
2020-04-24-Che,9118,look290
2020-04-24-Che,9118,mix2928
2020-04-24-Che,9118,models19711
2020-04-24-Che,9118,packs7888
2020-04-24-Che,9118,platter03460
2020-04-24-Che,9118,rainbows7
2020-04-24-Che,9118,reading5
2020-04-24-Che,9118,requisitions713
2020-04-24-Che,9118,solders44
2020-04-24-Che,9118,solvent7
2020-04-24-Che,9118,spools3
2020-04-24-Che,9118,spot8895
2020-04-24-Che,9118,surrenders123
2020-04-24-Che,9118,swims067
2020-04-24-Che,9118,tapes88
2020-04-24-Che,9118,technician1584
2020-04-24-Che,9118,tenths01
2020-04-24-Che,9118,text1689
2020-04-24-Che,9118,trouble77224
2020-04-24-Che,9118,wound2721
2020-10-08-Che,2310,AHMA4388
2020-10-08-Che,2310,ALD24556
2020-10-08-Che,2310,ARNOLD2775
2020-10-08-Che,2310,AURELI805
2020-10-08-Che,2310,BARNE285
2020-10-08-Che,2310,BARR95
2020-10-08-Che,2310,BE19561
2020-10-08-Che,2310,BENNI39
2020-10-08-Che,2310,BRIC6286
2020-10-08-Che,2310,BRYA324
2020-10-08-Che,2310,BRYC27978
2020-10-08-Che,2310,CLAUDI04
2020-10-08-Che,2310,CLAUDI486
2020-10-08-Che,2310,DAMIO3442
2020-10-08-Che,2310,DIC38007
2020-10-08-Che,2310,ELVI862
2020-10-08-Che,2310,EMMANUE13
2020-10-08-Che,2310,FELTO1352
2020-10-08-Che,2310,FRIT499
2020-10-08-Che,2310,GIN18416
2020-10-08-Che,2310,GU61
2020-10-08-Che,2310,HERBER4
2020-10-08-Che,2310,HOUSTO8
2020-10-08-Che,2310,JAIM9188
2020-10-08-Che,2310,JARO2948
2020-10-08-Che,2310,JAVIE73396
2020-10-08-Che,2310,JEREMIA9762
2020-10-08-Che,2310,JOE2519
2020-10-08-Che,2310,JOE41634
2020-10-08-Che,2310,JOSHU71
2020-10-08-Che,2310,JULI1
2020-10-08-Che,2310,LE9021
2020-10-08-Che,2310,LYNWOO35
2020-10-08-Che,2310,MAXWEL96237
2020-10-08-Che,2310,MIK57825
2020-10-08-Che,2310,MONRO0063
2020-10-08-Che,2310,MORTO41026
2020-10-08-Che,2310,PATRIC5469
2020-10-08-Che,2310,PERR34935
2020-10-08-Che,2310,PERR54013
2020-10-08-Che,2310,PRINC2
2020-10-08-Che,2310,RANDEL301
2020-10-08-Che,2310,ROYA255
2020-10-08-Che,2310,SANTIAG76102
2020-10-08-Che,2310,SPENCE3111
2020-10-08-Che,2310,TONE629
2020-10-08-Che,2310,TYRON58
2020-10-08-Che,2310,acquisitions43
2020-10-08-Che,2310,additives81960
2020-10-08-Che,2310,appropriations9440
2020-10-08-Che,2310,bang74
2020-10-08-Che,2310,berthings58229
2020-10-08-Che,2310,buds0907
2020-10-08-Che,2310,chairpersons59775
2020-10-08-Che,2310,character26995
2020-10-08-Che,2310,clothing67
2020-10-08-Che,2310,embosses8
2020-10-08-Che,2310,flashlights87775
2020-10-08-Che,2310,flicker78
2020-10-08-Che,2310,gangway4
2020-10-08-Che,2310,look290
2020-10-08-Che,2310,mix2928
2020-10-08-Che,2310,models19711
2020-10-08-Che,2310,packs7888
2020-10-08-Che,2310,platter03460
2020-10-08-Che,2310,rainbows7
2020-10-08-Che,2310,reading5
2020-10-08-Che,2310,requisitions713
2020-10-08-Che,2310,solders44
2020-10-08-Che,2310,solvent7
2020-10-08-Che,2310,spools3
2020-10-08-Che,2310,spot8895
2020-10-08-Che,2310,surrenders123
2020-10-08-Che,2310,swims067
2020-10-08-Che,2310,tapes88
2020-10-08-Che,2310,technician1584
2020-10-08-Che,2310,tenths01
2020-10-08-Che,2310,text1689
2020-10-08-Che,2310,trouble77224
2020-10-08-Che,2310,wound2721
2021-09-07-Che,1145,AHMA4388
2021-09-07-Che,1145,ALD24556
2021-09-07-Che,1145,ARNOLD2775
2021-09-07-Che,1145,AURELI805
2021-09-07-Che,1145,BARNE285
2021-09-07-Che,1145,BARR95
2021-09-07-Che,1145,BE19561
2021-09-07-Che,1145,BENNI39
2021-09-07-Che,1145,BRIC6286
2021-09-07-Che,1145,BRYA324
2021-09-07-Che,1145,BRYC27978
2021-09-07-Che,1145,CLAUDI04
2021-09-07-Che,1145,CLAUDI486
2021-09-07-Che,1145,DAMIO3442
2021-09-07-Che,1145,DIC38007
2021-09-07-Che,1145,ELVI862
2021-09-07-Che,1145,EMMANUE13
2021-09-07-Che,1145,FELTO1352
2021-09-07-Che,1145,FRIT499
2021-09-07-Che,1145,GIN18416
2021-09-07-Che,1145,GU61
2021-09-07-Che,1145,HERBER4
2021-09-07-Che,1145,HOUSTO8
2021-09-07-Che,1145,JAIM9188
2021-09-07-Che,1145,JARO2948
2021-09-07-Che,1145,JAVIE73396
2021-09-07-Che,1145,JEREMIA9762
2021-09-07-Che,1145,JOE2519
2021-09-07-Che,1145,JOE41634
2021-09-07-Che,1145,JOSHU71
2021-09-07-Che,1145,JULI1
2021-09-07-Che,1145,LE9021
2021-09-07-Che,1145,LYNWOO35
2021-09-07-Che,1145,MAXWEL96237
2021-09-07-Che,1145,MIK57825
2021-09-07-Che,1145,MONRO0063
2021-09-07-Che,1145,MORTO41026
2021-09-07-Che,1145,PATRIC5469
2021-09-07-Che,1145,PERR34935
2021-09-07-Che,1145,PERR54013
2021-09-07-Che,1145,PRINC2
2021-09-07-Che,1145,RANDEL301
2021-09-07-Che,1145,ROYA255
2021-09-07-Che,1145,SANTIAG76102
2021-09-07-Che,1145,SPENCE3111
2021-09-07-Che,1145,TONE629
2021-09-07-Che,1145,TYRON58
2021-09-07-Che,1145,acquisitions43
2021-09-07-Che,1145,additives81960
2021-09-07-Che,1145,appropriations9440
2021-09-07-Che,1145,bang74
2021-09-07-Che,1145,berthings58229
2021-09-07-Che,1145,buds0907
2021-09-07-Che,1145,chairpersons59775
2021-09-07-Che,1145,character26995
2021-09-07-Che,1145,clothing67
2021-09-07-Che,1145,embosses8
2021-09-07-Che,1145,flashlights87775
2021-09-07-Che,1145,flicker78
2021-09-07-Che,1145,gangway4
2021-09-07-Che,1145,look290
2021-09-07-Che,1145,mix2928
2021-09-07-Che,1145,models19711
2021-09-07-Che,1145,packs7888
2021-09-07-Che,1145,platter03460
2021-09-07-Che,1145,rainbows7
2021-09-07-Che,1145,reading5
2021-09-07-Che,1145,requisitions713
2021-09-07-Che,1145,solders44
2021-09-07-Che,1145,solvent7
2021-09-07-Che,1145,spools3
2021-09-07-Che,1145,spot8895
2021-09-07-Che,1145,surrenders123
2021-09-07-Che,1145,swims067
2021-09-07-Che,1145,tapes88
2021-09-07-Che,1145,technician1584
2021-09-07-Che,1145,tenths01
2021-09-07-Che,1145,text1689
2021-09-07-Che,1145,trouble77224
2021-09-07-Che,1145,wound2721
2021-09-17-Che,1819,AHMA4388
2021-09-17-Che,1819,ALD24556
2021-09-17-Che,1819,ARNOLD2775
2021-09-17-Che,1819,AURELI805
2021-09-17-Che,1819,BARNE285
2021-09-17-Che,1819,BARR95
2021-09-17-Che,1819,BE19561
2021-09-17-Che,1819,BENNI39
2021-09-17-Che,1819,BRIC6286
2021-09-17-Che,1819,BRYA324
2021-09-17-Che,1819,BRYC27978
2021-09-17-Che,1819,CLAUDI04
